Genus,fold_0,fold_1,fold_2,mean_importance,std_importance
 g__Pseudoxanthomonas_A_615337,8.833678398895807e-06,3.382436461431913e-05,3.6748393913811e-05,2.6468812309008647e-05,1.2526929601376934e-05
 g__Barnesiella_B,3.682283303702594e-05,0.0,3.67079102852143e-05,2.451024777408008e-05,1.733142591305976e-05
 g__Saccharopolyspora_D_379453,0.0,5.329590146170223e-05,1.04772502966499e-05,2.125771725278404e-05,2.305467601157581e-05
 g__Macellibacteroides,0.0,3.274240566047165e-05,3.588060473005408e-05,2.287433679684191e-05,1.6225258832482948e-05
 g__Pseudoleptotrichia,0.0,2.8004916893805785e-05,3.461238215336584e-05,2.087243301572388e-05,1.5003521681835976e-05
 g__OLB17_426821,0.0,5.173298050221231e-05,0.0,1.724432683407077e-05,2.438716088273717e-05
 g__Khoudiadiopia,0.0,1.6287143336649013e-05,3.682208994708995e-05,1.770307776124632e-05,1.5065860518380963e-05
 g__Laedolimicola,0.0,4.6357294145242326e-05,0.0,1.5452431381747442e-05,2.185303803170686e-05
 g__Urinicoccus,0.0,0.0,4.406273998042194e-05,1.468757999347398e-05,2.077137482521064e-05
 g__Halomonas_640244,4.127808326588517e-05,5.4528804528804e-07,0.0,1.394112377039107e-05,1.933143123873307e-05
