Ca009STNL_Ca-009-ST_skin_case-nonlesional	900222_Ca-101-ID_skin_case-nonlesional	Ca010EBNL_Ca-010-EB_skin_case-nonlesional	900461_Ca-146-SM_skin_case-nonlesional	900052_Ca-011-LQ_skin_case-nonlesional	900227_Ca-103-BT_skin_case-nonlesional	900058_Ca-013-NN_skin_case-nonlesional	900230_Ca-104-SB_skin_case-nonlesional	900233_Ca-105-LX_skin_case-nonlesional	900061_Ca-014-LB_skin_case-nonlesional	900236_Ca-106-NM_skin_case-nonlesional	900064_Ca-015-AM_skin_case-nonlesional	900239_Ca-107-BM_skin_case-nonlesional	900068_Ca-016-YT_skin_case-nonlesional	900256_Ca-108-EJ_skin_case-nonlesional	900071_Ca-017-OM_skin_case-nonlesional	900477_Ca-151-QR_skin_case-nonlesional	900483_Ca-153-MN_skin_case-nonlesional	900074_Ca-018-AS_skin_case-nonlesional	900079_Ca-019-EC_skin_case-nonlesional	900262_Ca-110-LN_skin_case-nonlesional	900082_Ca-020-AZ_skin_case-nonlesional	900277_Ca-111-IN_skin_case-nonlesional	900085_Ca-021-IM_skin_case-nonlesional	900300_Ca-112-AM_skin_case-nonlesional	900259_Ca-109-BJ_skin_case-nonlesional	900294_Ca-113-MN_skin_case-nonlesional	900088_Ca-022-MS_skin_case-nonlesional	900296_Ca-114-QT_skin_case-nonlesional	900091_Ca-023-EJ_skin_case-nonlesional	900303_Ca-115-OM_skin_case-nonlesional	900094_Ca-024-ZM_skin_case-nonlesional	900306_Ca-116-AN_skin_case-nonlesional	900097_Ca-025-AC_skin_case-nonlesional	900486_Ca-154-OS_skin_case-nonlesional	900225_Ca-102-IR_skin_case-nonlesional	900309_Ca-117-SM_skin_case-nonlesional	900100_Ca-026-KM_skin_case-nonlesional	900332_Ca-118-AS_skin_case-nonlesional	900103_Ca-027-IM_skin_case-nonlesional	900329_Ca-119-AM_skin_case-nonlesional	900108_Ca-029-TD_skin_case-nonlesional	900338_Ca-120-ST_skin_case-nonlesional	900111_Ca-030-LM_skin_case-nonlesional	900114_Ca-031-AN_skin_case-nonlesional	900335_Ca-121-BT_skin_case-nonlesional	900117_Ca-032-LN_skin_case-nonlesional	900341_Ca-122-UK_skin_case-nonlesional	900120_Ca-033-UD_skin_case-nonlesional	900123_Ca-034-LS_skin_case-nonlesional	900128_Ca-008-AF_skin_case-nonlesional	900055_Ca-012-LM_skin_case-nonlesional	900468_Ca-148-AL_skin_case-nonlesional	900130_Ca-035-AR_skin_case-nonlesional	900133_Ca-036-TK_skin_case-nonlesional	900406_Ca-127-OM_skin_case-nonlesional	900147_Ca-037-HM_skin_case-nonlesional	900409_Ca-128-SN_skin_case-nonlesional	900558_Ca-042-AM_skin_case-nonlesional	900415_Ca-129-AJ_skin_case-nonlesional	900412_Ca-130-PM_skin_case-nonlesional	900555_Ca-043-SS_skin_case-nonlesional	900418_Ca-131-PM_skin_case-nonlesional	900579_Ca-045-HN_skin_case-nonlesional	900421_Ca-132-LD_skin_case-nonlesional	900570_Ca-046-MT_skin_case-nonlesional	900424_Ca-133-LT_skin_case-nonlesional	900573_Ca-047-MD_skin_case-nonlesional	900427_Ca-134-IT_skin_case-nonlesional	900576_Ca-048-LN_skin_case-nonlesional	900582_Ca-049-LM_skin_case-nonlesional	900588_Ca-050-MM_skin_case-nonlesional	900437_Ca-137-TM_skin_case-nonlesional	900585_Ca-051-AM_skin_case-nonlesional	900492_Ca-155-LS_skin_case-nonlesional	900591_Ca-052-LM_skin_case-nonlesional	900434_Ca-138-SM_skin_case-nonlesional	900594_Ca-053-NN_skin_case-nonlesional	900440_Ca-139-OS_skin_case-nonlesional	900611_Ca-054-RN_skin_case-nonlesional	900443_Ca-140-EM_skin_case-nonlesional	900622_Ca-055-LN_skin_case-nonlesional	900446_Ca-141-TC_skin_case-nonlesional	900480_Ca-152-HN_skin_case-nonlesional	900449_Ca-142-AM_skin_case-nonlesional	900625_Ca-056-DH_skin_case-nonlesional	900452_Ca-143-ST_skin_case-nonlesional	900454_Ca-144-HN_skin_case-nonlesional	900458_Ca-145-LM_skin_case-nonlesional	900506_Ca-160-LB_skin_case-nonlesional	900465_Ca-147-LJ_skin_case-nonlesional	Ca008HNNL_Ca-008-HN_skin_case-nonlesional	900495_Ca-156-MV_skin_case-nonlesional	Ca007NKNL_Ca-007-NK_skin_case-nonlesional	900474_Ca-150-ZS_skin_case-nonlesional	900501_Ca-158-LC_skin_case-nonlesional	900504_Ca-159-AS_skin_case-nonlesional	900471_Ca-149-LM_skin_case-nonlesional	900125_Ca-009-ZN_skin_case-nonlesional	900076_Ca-0006-KM_skin_case-nonlesional	900509_Ca-161-OM_skin_case-nonlesional	900127_Ca-008-AF_skin_case-nonlesional	900498_Ca-157-LM_skin_case-nonlesional	900395_Ca-123-PG_skin_case-nonlesional	9003952_Ca-123-PG_skin_case-nonlesional	900398_Ca-125-IM_skin_case-nonlesional	9003982_Ca-125-IM_skin_case-nonlesional	900401_Ca-124-AB_skin_case-nonlesional	9004012_Ca-124-AB_skin_case-nonlesional	Ca006ONNL_Ca-006-ON_skin_case-nonlesional	Ca006ONNL2_Ca-006-ON_skin_case-nonlesional	Unknown	
900478_Ca-151-QR_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1610507844	0	0	0	0	0	0.04564571352	0	0	0	0	0	0.01935184057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3046777493	0	0	0	0	0	0	0	0	0	0	0	0	0.00717281677	0	0	0	0.009303743503	0	0	0	0	0	0	0	0	0	0.452797352
900404_Ca-126-KB_nasal_case-anterior	1.66E-08	0	0	1.27E-05	3.07E-08	0	0	1.93E-06	0	0	0	0	0	0	0	1.68E-08	0	0	0.002855901826	0	0	0	0	0	0	1.51E-06	0	0	0	0	5.11E-09	0	1.43E-09	0	0	0	1.62E-06	2.12E-08	0	0	0	0	0.0004840548537	2.61E-08	2.52E-08	0.01612943021	0	0	0	0	1.40E-06	0	2.62E-08	0	0	0	0.002130179675	0.0001363804185	0	2.87E-08	0	2.04E-08	0.7606118969	1.56E-07	0	0	0	1.79E-06	0	0	1.82E-06	0	2.07E-08	0	0	0	1.38E-06	0	0	1.05E-08	0	0	8.70E-06	3.08E-08	0.2176093805	0	0	0	0	5.86E-07	0	2.31E-08	2.74E-08	0	0	5.34E-06	0	2.32E-08	3.07E-08	0	0	0	2.55E-08	0	0	0	0	3.45E-06	0	0	0	0
900131_Ca-035-AR_nasal_case-anterior	5.10E-07	1.09E-08	2.06E-06	0.0001839508409	0.01017209497	0	0.003167025344	5.76E-05	1.40E-05	4.95E-12	0.004398621351	0.0002490337009	2.53E-06	0	3.30E-07	2.47E-10	7.09E-05	0.0003629747012	0.0002908742148	8.35E-06	3.64E-08	1.96E-06	1.70E-07	1.63E-11	1.12E-11	1.07E-05	0.1154558558	8.07E-16	6.16E-12	1.30E-09	0.006767575777	3.39E-10	6.46E-07	1.13E-09	1.83E-07	2.07E-06	0.003883030598	0.0006870390288	0.1238544554	8.28E-09	1.17E-08	2.18E-07	7.78E-06	7.60E-07	2.37E-05	2.42E-07	7.30E-07	1.84E-06	0.0008366605036	1.21E-11	2.50E-07	0.0002203473863	5.78E-06	7.25E-05	0.007887333378	7.75E-07	0.002040208242	0.00988147639	2.77E-05	4.76E-10	0.0002175824101	0.08003508087	0.005714609218	1.24E-09	3.41E-08	1.11E-11	8.24E-16	5.21E-05	8.14E-07	2.56E-07	2.78E-07	6.92E-07	0.00015483965	1.58E-05	4.71E-10	1.07E-08	0.0001256410987	1.38E-08	1.69E-11	0.0001430703436	5.98E-16	7.95E-07	0.002004976287	4.25E-05	7.06E-12	0.0005396494258	4.36E-12	2.94E-12	3.21E-10	0.009656820713	0.0006894785566	3.25E-06	5.83E-16	8.12E-08	2.83E-08	0.2687757661	2.49E-11	4.21E-07	1.80E-06	2.14E-16	0.0003217787819	0.3346194021	0.005049609868	7.27E-16	6.39E-07	6.36E-16	4.88E-06	0.001031697751	0.0001424808537	3.53E-07	2.89E-11	0
900134_Ca-036-TK_nasal_case-anterior	0	0	0	0.009738050854	0	0	0	0.08103699405	0	0	0	0	0.02422884067	0	0	0.004489428256	0	0	0.05350206782	0.005146022067	0	0	0	0	0	0.1178095504	0	0	6.94E-06	0	0.01356079782	0	0	0.004699505155	0	0.0001339420002	0.004839075887	0.005838404754	0	0	0	0	0	0	0.003524620258	0.05702095224	0	0	0	0	0.006156025796	0.03817313083	0	0	0	0	0.005821599413	0.0001611571305	0	0.001565943854	0	0.002149250044	0.03363227375	0.01053547138	0	0.003338348091	0.00407449402	0.0152564652	0	0	0.002291224025	0	0.02648433217	0	0	0	0.08657002355	0	0	0.03149934335	0	0	0.002409952685	0	0.006541827472	0	0.0001090769078	0	0.006327318602	0.1033690784	0	0	0	0	0.03988656486	0.125611444	0	0.0004130846885	0	0	0	0	0	0	0	0	0.007812235942	0.05330693359	0	0.0009282055871	0	0
900407_Ca-127-OM_nasal_case-anterior	2.88E-07	0	4.47E-09	0.0004228794053	0	0	0	3.27E-05	1.38E-09	5.94E-06	0.01555784291	0	0.0002271435492	0	0.01020674904	0.0003685525304	2.13E-10	2.29E-10	0.3558803031	4.16E-09	2.70E-06	0	6.84E-06	0	0	0.1885010488	0	0.0020572275	1.80E-09	0	1.27E-10	0	6.09E-06	3.87E-06	3.14E-09	2.16E-11	0	0.0002659769147	0	0.04037476194	1.44E-09	0	3.41E-09	5.04E-06	6.33E-08	0.003420391906	0.0003867635823	0	0.0003217890549	0.0006996859385	1.23E-07	2.14E-06	0	0	0	3.22E-06	2.24E-09	0.008773474844	0.0004284984738	0	0	4.26E-07	1.30E-05	0.009350712443	1.33E-06	3.43E-09	0.008749773929	0	4.04E-09	9.68E-11	2.80E-06	0	7.17E-11	3.71E-06	6.36E-06	0	0.01724932601	0.0004355806695	0.0006465158756	0	0.1666666667	2.27E-09	0.000660091294	2.35E-09	0	1.63E-10	0	0	1.06E-09	0.02068046989	3.90E-09	0	0	1.09E-09	0.1247460867	0.0001322929484	0	2.00E-06	3.45E-05	0.001512040407	4.40E-09	0	0	7.84E-08	0.0001319967929	0.002090824749	0.003153741854	0.01540664156	0	0	0.0003608458397	0
900149_Ca-037-HM_nasal_case-anterior	1.30E-07	0	0	0.03035722923	0	0	0	0.03290754703	0	0	0	0	0.8224413146	1.61E-07	0	6.07E-09	0	0	3.80E-08	0	8.26E-08	0	0	0	0	0.003604570672	0	0	0	0	8.95E-08	0	0	0	0	9.96E-08	0	1.01E-07	0	0	0	0	0	0	0	0.0002361403485	0	0	0	0	0.0001801631128	5.73E-08	3.54E-08	0	0.01778942849	0	3.66E-08	8.42E-08	0	0	0	8.90E-08	0.007389682194	0.0003062706034	0	1.32E-07	0	1.32E-07	0	0	0.0002897424449	0	0.01612875993	0	0	0	0.02006208828	0	0	9.03E-08	0	0	5.63E-08	0	0.0229330312	0	0	0	0	1.56E-07	0	0	0	0	0.0003033051209	0.0001084032141	0	0	0	0	0	1.09E-07	0	5.47E-08	0	1.16E-07	0	0.02496046681	0	0	0	0
900410_Ca-128-SN_nasal_case-anterior	4.38E-07	0	7.47E-06	0.03543046398	0.001743963049	0	0	0.0956488482	1.66E-06	0.0001957900865	0.0001703162729	0	0.03369836979	3.30E-12	1.33E-07	2.69E-08	0.0002219960288	0.0002686804059	4.81E-07	3.29E-05	0.0004876303713	0	6.69E-05	3.98E-12	6.87E-06	3.16E-11	1.07E-11	0.0002026857847	6.74E-13	1.42E-08	7.23E-07	0	0.003981947577	1.04E-08	0.002174228261	9.83E-05	1.52E-05	0.000931529888	0	3.17E-08	0.0002072707324	0.002415239445	3.64E-12	0.0003150712695	1.59E-08	0.0001139070584	0.0002075304631	0	0.009252889234	0	0.563451643	9.61E-11	5.69E-08	3.36E-12	0.0003178604641	0.0002636954105	1.41E-08	9.61E-07	3.70E-08	0	0.03405034462	8.77E-07	0.0001826247596	3.94E-11	1.34E-08	0.001889944262	1.09E-12	4.12E-12	2.54E-05	3.95E-07	9.61E-07	6.77E-06	0.003200414886	0.00224740122	0.0002959497019	0	0.002536375917	0.003625352168	3.84E-06	2.65E-08	5.51E-09	0.0001995508115	0.003044609599	0.0002309421932	0	0.0009008016488	0	0.01675309765	0	1.15E-06	0.0003161239706	0.03936518007	0	1.13E-08	4.87E-07	0.0008489957048	0.003465406284	0.0001747273523	3.19E-11	4.60E-12	2.47E-12	1.31E-12	0	0.0002186186115	4.89E-05	0.000292293712	3.31E-07	0.1290001374	0.005111457819	1.94E-05	7.28E-06	0
900559_Ca-042-AM_nasal_case-anterior	3.10E-07	0	0	0.005561698895	0	0	0	9.07E-06	0	0	0	0	0	0	0	1.45E-08	0	3.89E-06	0.000247064277	0	0	0	0	0	0	2.22E-06	0	0	0	0	1.58E-08	0	1.42E-08	8.56E-09	0	9.31E-06	1.83E-08	5.18E-09	0	0	0	0	1.19E-08	0	0	1.24E-05	0	1.54E-07	0	0	0.005805564932	4.61E-06	0	0	0	0	0	0.0001725052679	8.20E-09	0	0	2.92E-08	0.03519200913	2.47E-05	0	0	0	1.40E-08	0	7.28E-07	1.09E-08	0	4.09E-06	0	0	0	1.93E-05	0	0	0	0	0	0.001474436456	0	3.57E-05	0	0	0	8.16E-06	0.523758709	0	1.26E-09	2.52E-09	0	2.36E-05	0.02908561693	0	0.398484029	0	0	0	0	1.91E-08	6.82E-09	0	0	2.52E-05	3.48E-05	0	0	0	0
900416_Ca-129-AJ_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0.02028121388	0	0	0	0	0	0.07248054144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009674096302	0	0	0	0	0	0.02508756329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01868579769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8320991594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02169162801	0	0	0	0	0
900413_Ca-130-PM_nasal_case-anterior	3.71E-07	0	0	0	0	0	0	0.1440282964	0	0	3.12E-10	0	2.69E-12	0	3.46E-10	9.99E-12	0	0	9.25E-12	0	0	0	0	0	0	0	0	0	0	0	2.56E-12	0	0	0	0	9.70E-12	2.81E-07	1.16E-12	0	0	0	0	6.62E-13	9.43E-13	0	3.13E-07	0	0	1.02E-11	0	1.39E-05	1.02E-11	0	0	2.02E-07	0	0	6.21E-12	0	0	0	1.93E-12	0.152839972	4.10E-05	0	2.71E-12	0	2.92E-11	8.94E-12	0	5.18E-12	0	2.10E-07	0	4.59E-13	0	0.5945939019	0	0	6.44E-12	0	0	2.75E-08	0	0.09576308751	0	0	0	0	2.91E-07	3.35E-10	0	0	0	0	0.01271055466	0	6.23E-12	0	0	0	0	0	0	0	0	1.00E-11	7.60E-06	0	1.27E-12	0	0
900556_Ca-043-SS_nasal_case-anterior	0	0	0	0.004415832815	0.002326549692	0	0	0.0628474716	0	0	0	0	0.0004156147209	0	0	0	0	0.002042848468	0.08621003586	0	0.00278808699	0	0	0	0	0.03132143514	0.02272914552	0	0	0	0.003020786401	0	0	0.002712076374	0	0	0.01072987582	0.007503105067	0	0	0	0	0	0.0002250796985	0	0.01996913482	0	0.005830839291	0.001873530858	0	0.00231713522	0.05559341221	0.01178083244	0	0.00276201277	0	0	0.05894506267	0.003964907823	0	0	0	0.01924595117	0.01086259276	0	0.003638870854	0.001074798559	0	0.003520192001	0.002833424	0.02325498579	0	0.02919761923	0	0	0	0.007805104749	0	0	0	0	0	0.04815908222	0.001803669906	0.0131003953	0.003684892502	0.0001958673635	0	0	0.1037260687	0	0	0	0	0.04350941921	0.06894862546	0	0.0001670739757	0	0	0	0	0.0246100764	0	0	0.0003907515597	0.006145919652	0.01513313974	0	0	0	0.1666666667
900419_Ca-131-PM_nasal_case-anterior	1.50E-07	0	4.81E-08	0.0001327371901	2.96E-06	0	0.001647226545	0.04085022816	0	1.22E-06	0	0.4027706682	3.88E-07	1.72E-08	0	0.0005316139123	0	1.23E-08	0.001538018452	0.0002071268538	0	4.88E-09	0	0	0	0.00432020743	0.002873185522	0	0	0	0.001310341511	0.00505847526	0	0	0	4.64E-07	2.42E-07	1.61E-07	0	0	0	0	1.10E-09	0	0.001841324719	0.0299647641	1.13E-08	3.21E-05	0	0	0.004974173892	0.006811061772	0	0	1.83E-05	0	1.57E-08	0.1010687033	0	9.28E-05	0	1.49E-07	1.49E-07	1.77E-07	0	1.21E-08	0	4.84E-08	7.66E-05	0.001081591417	0.01819711431	0	0.0001657481549	0	0	0.0001221400346	0	0	0	0	0	0	0.06204800787	0	3.34E-08	1.50E-08	0.220694691	0	6.88E-06	0.07329812728	3.83E-09	0	1.21E-08	0	8.57E-06	8.26E-05	1.74E-08	0	2.38E-05	0	0	6.33E-06	0	0.008654234823	0	2.17E-07	0.009483999421	3.99E-08	9.12E-09	0	0	0
900580_Ca-045-HN_nasal_case-anterior	7.32E-08	0	0	2.15E-06	1.90E-08	0	0	0.01256714312	0	0	0	0	0.0009507928782	8.19E-08	9.20E-08	0.0003067532708	0	3.71E-08	1.02E-05	0	1.83E-08	0	0	0	0	0.05207896731	0	0	0	0	5.60E-08	0	0	5.01E-08	0	0.001104332904	6.79E-08	3.29E-09	0	0	0	0	0	1.92E-06	3.13E-05	0.0008923115703	0	2.26E-06	4.90E-08	0	3.95E-05	0.001235404224	0	0	3.74E-09	0	0	0.02389182025	0	1.90E-09	0	1.30E-05	0.01868398991	1.25E-06	0	0	0	3.65E-05	8.37E-08	3.39E-08	0.0006525264886	0	4.82E-08	0	0	0	0.09218203674	0	0	0	0	0	4.15E-05	0	6.19E-08	0	5.09E-08	0	0	0.07484220021	0	0	2.89E-08	0	7.51E-09	0.7194580917	0	7.56E-07	0	0	0	0	0	0	0	8.42E-08	7.85E-09	0.0009723353905	0	0	0	0
900422_Ca-132-LD_nasal_case-anterior	0	0	0	0.01977022837	0	0	0	0.008100981903	0	0	0	0	0.001529844695	0	0.00120950294	0.0008864543971	0	0	0.01961403588	0	0	0	0	0	0	0.003078693553	0	0	0	0	0.1049442758	0	0	0	0	0.0009718834003	0.0004586939433	0.002021980525	0	0	0	0	0.003093089776	0	0.0002210484091	0.005722559643	0	0	0.003791562499	0	0.4209820668	0.01054037062	0	0	0.01110436482	0	0.002853670826	0	0	0.001856300749	0	0.002136068533	0.005648273709	0.009993129445	0	0.008857284499	0.002269452039	0.0008422386351	0	0.001054646424	0.002001215847	0	0.003792128963	0	0	0	0.03041062344	0	0	0	0	0	0.06347072543	0	0.04545507807	0	0	0	0	0.004264890375	0	0	0.002564695114	0	0	0.06354144062	0	0.1286582642	0	0.0008462705059	0	0	0	0	0	0	0	0.001441964671	0	0	0	0
900571_Ca-046-MT_nasal_case-anterior	2.26E-07	0.0008559132155	0	0	2.55E-06	0	0	0.03894441256	0	0	0	0	0.002446506905	0	0	0	0	0	0.00100341725	0	0	0	0	0	0	0.0002687363936	0	0	0	0	2.81E-06	0	3.90E-07	0	0	0.0001844914991	0.0001645954311	0	0	0	2.43E-06	0	0	0	0	0.0002869592002	0	0	0	0	0.002654223484	1.17E-06	0	0	4.43E-07	0	0.01664787652	0.05881819663	0	1.31E-06	0	0.01159949613	0.005856542076	0.0008646839822	0	7.11E-07	0	0	1.44E-06	1.22E-06	0	0	2.14E-06	0	0	0	0.05095712259	0	0	0.1355331368	0	0	0.01187120779	0	0.6584198053	2.12E-06	0.0002199445239	7.01E-07	0	0.0001415478052	0	0	0	0	0.0001030749359	0.00212950058	0	5.87E-06	0	0	0	0	0	0	0	2.33E-06	5.40E-08	7.03E-07	0	0	0	0
900425_Ca-133-LT_nasal_case-anterior	0	0	0	0.003374077552	0.0001762600802	0	0	0.0053019404	0	0	0	0	0.003361007711	0.0009857036646	0	0.003652908839	0	0	0.0008131447977	0.001788783796	0	0	0	0	0	0.01351298115	0	0	0	0	0.0007430402716	0	0	0	0	0.003270066464	0.0007308301881	0.003370141705	0	0	0.0001233844263	0	0	0	0.01058463955	0.02833063886	0	0	0	0	0.0009341732395	0	0	0	0.003394657835	0	0.001214444351	0.00402887698	0	0.001269723086	0	0	0.03539107321	0.0007234802934	0	0.0008036619247	0.002928848971	0.002438272787	0	0.002245362145	5.81E-05	0	0.003472064986	0	0	0	0.02640601509	0	0	0.005605589453	0	0	0.00093484411	0	0.0009124742369	0.001639632719	0	0.01623648825	0	0.001583868459	0	0.0004576642993	0	0	0.001089118446	0.1012869382	0	0.1856190638	0	0	0	0	0.01773509796	0	0	0	0	0.02042329053	0	0	0	0.4810476028
900574_Ca-047-MD_nasal_case-anterior	7.36E-08	0	0	3.97E-09	4.57E-07	0	0	0.04889599095	0	0	0	0	0.04777811068	3.93E-07	0	2.56E-06	0	6.70E-07	2.95E-06	8.11E-10	0	0	0	0	0	0.02301168914	0	0	0	0	3.28E-07	0	0	4.87E-08	0	2.13E-08	0	0.0001019422375	0	0	0	0	0	0	6.14E-07	0.003687436754	0	0	5.22E-07	0	0.00441704981	0.001391202906	1.24E-07	0	0.0008342811498	0	0	5.39E-06	0	7.84E-08	0	0.06626756938	0.01746387564	1.91E-06	0	1.13E-07	0	6.48E-07	0	4.15E-07	0	0	0	0	0	0	0.282920803	0	0	0	0	0	0.04028206371	0	1.65E-07	0	0	0	0	0.1893730366	0	0	0	0	0	0.2735564203	0	0	0	0	0	0	0	8.44E-08	0	4.10E-07	0	5.52E-07	0	0	0	0
900106_Ca-028-PN_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01513403926	0	0	0	0	0	0	0	0	0	0	0	0	0.00482451721	0	0	0	0	0	0	0	0	0.09123362084	0	0	0	0	0	0	0	0	0	0.09559299839	0	0	0	0	0	0	0	0	0	0	0	0.01472293219	0	0	0	0	0	0	0	0	0	0.7784918921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900430_Ca-135-NS_nasal_case-anterior	1.77E-05	1.59E-194	8.41E-122	6.14E-20	8.84E-72	0	0	0.002922059561	4.25E-49	3.68E-79	7.23E-49	0	3.12E-71	6.70E-71	1.14E-194	2.00E-122	1.77E-25	3.05E-70	6.07E-25	5.84E-80	3.82E-26	5.80E-122	1.28E-49	9.90E-122	4.09E-122	1.28E-55	7.22E-195	1.68E-49	5.34E-122	5.87E-80	1.49E-194	0	1.31E-49	0	7.74E-50	3.44E-55	2.39E-62	0.04844848482	0	1.11E-25	2.79E-79	1.48E-06	2.32E-195	6.05E-27	4.75E-109	3.61E-70	3.87E-26	1.29E-194	3.02E-79	1.21E-123	3.85E-122	2.21E-70	6.29E-171	0	5.85E-49	5.52E-122	6.42E-20	1.76E-99	4.47E-79	7.61E-172	2.37E-06	9.51E-122	0.2764849637	7.33E-56	2.52E-79	4.50E-49	2.99E-109	1.92E-55	2.02E-122	4.04E-49	2.47E-110	1.34E-06	7.29E-98	5.35E-122	6.79E-122	4.17E-79	1.71E-62	5.33E-49	1.55E-25	9.89E-171	5.46E-195	3.16E-06	0.5128272478	2.06E-25	6.71E-19	7.02E-80	0	7.70E-20	0	1.89E-55	2.05E-49	0.1592766288	7.92E-195	4.07E-79	1.33E-170	1.46E-05	4.53E-15	1.11E-49	0	2.83E-80	3.20E-50	3.00E-196	0	3.92E-110	3.48E-80	1.32E-194	7.95E-43	0	1.62E-49	1.02E-49	5.37E-21	0
900432_Ca-136-OM_nasal_case-anterior	0	0	0.0004011413801	0.001306776826	4.23E-05	0	0	0	0.003281240611	0.005359572106	0.0006654824863	0	0.0003839071627	0.002154182679	0.00156787714	0	0.007067421612	0.001297721816	0.05203044381	0.001289754957	0.001831925101	0.0005863405373	0.001421622615	0.005703644929	0.001615358136	0.02025126697	0.0003710398573	0.0006561011857	0.0003241109466	0.0002428169899	0.0007413619001	0	0.002531690095	0.0006046276269	0.003173470062	0.0003271558169	0.0002486909733	0.1724306347	0	0.003376504657	0.001807705306	0.00893733032	0.002721663956	0.004199132863	0.0003730625913	0.0001286354111	0.003018742927	0	0.001357389384	0.0003776704969	0	0.0003219400546	0.002874485003	0.0003536310847	0.01431983636	0.007706069559	0.003455085936	0	0.002919539529	0	0.001351121661	0	0.08657167231	0.0002384228795	0.005122293668	0.0007948585013	0.0003303829429	0	9.13E-05	0.001418441509	0	0.001066470195	9.60E-05	0.1529357707	0.001009145759	0.0002665879758	0.0003962872199	0.001059263138	0.006995082587	0	0.003767097226	0.002055864948	0.001298162428	0.003280677739	0.2125026758	0.005939819332	0	0.01049467369	0	0	0.003500062668	0.00507932619	9.84E-05	5.94E-05	0.0002795539333	3.18E-05	0.0002731712824	0.000274633558	0	0.003606203192	0.1280767585	0.0002245303385	0.001607610342	0.0008740576211	0.0004320633139	0	0.0001003119395	0	0.001736877405	0.005681375915	0.000823686835	0
900428_Ca-134-IT_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0.02506887825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3933074893	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173921451	0	0	0	0	0	0	0	0.5135691814	0	0	0	0	0	0	0	0	0	0	0	0	0.05066230595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900577_Ca-047-MD_nasal_case-anterior	0	0	0	0.0276608554	0.002682967939	0	0	0.02687092894	0	0	0	0	0.003031144929	0	0	0.0001648704635	0	0.001181055965	0.04041826084	0	0	0	0	0	0	0.03847584591	0.001204295581	0	0	0	0.01746980538	0	0	0	0	0.01443039986	0.003036359311	0.001147802009	0	0	0	0	0	0	0.001011569737	0.05318925024	0	0.02117569945	0	0	0.0005479347249	0.003349963406	0.0013434576	0	0.008853637799	0	0	0.0316780609	0	0	0	0.01032872683	0.05119393842	0.003727233983	0	0.0009120741538	0	0.00570554711	0	0.02374757407	0.001157283343	0	0.002102404187	0.004081937171	0	0	0.01328737119	0	0	0.006086503591	0	0	0.02830491855	0	0.1724956531	0	0	0.002744131768	0	0.25684361	0	0	0.00145354955	0	0.02253314502	0.03616436474	0	0	0.0007143995412	0	0	0.003424135363	0	0	0	0	0.006888146695	0.04717918521	0	0	0	0
900583_Ca-049-LM_nasal_case-anterior	8.11E-07	3.31E-09	0	0	1.83E-06	0	0	2.58E-13	0	0	0	0	0.1895092384	0	0	0	0	0	4.19E-08	0	0	0	0	0	0	6.94E-07	2.06E-13	0	1.19E-19	0	0.002376939958	0	0	0	0	3.37E-07	3.13E-13	0	0	0	0	0	0	0	0	0.0007639844026	0	0	1.85E-06	0	0.004690878814	1.22E-06	0	0	6.68E-13	0	0	0.0107530913	0	0	0	1.04E-06	0.3229056251	4.01E-13	0	0.004070724024	0	0.3244267918	0.005979761782	5.21E-13	0	0	0	0	0	0	7.17E-13	0	0	0.02395318565	0	0	0.0006914685721	0	0.1010167046	2.75E-13	5.86E-14	0	0	0.00265049099	0	0	0	0	1.58E-07	0.006202019765	0	0	0	0	0	0	0	0	0	6.60E-13	1.11E-06	9.13E-13	0	0	0	0
