	Co004LNNL_Co-004-LN_skin_control-nonlesional	900241_Co-101-AN_skin_control-nonlesional	Co005SNNL_Co-005-SN_skin_control-nonlesional	900243_Co-102-LD_skin_control-nonlesional	900137_Co-011-SF_skin_control-nonlesional	900245_Co-103-MM_skin_control-nonlesional	900139_Co-012-ON_skin_control-nonlesional	900247_Co-104-IV_skin_control-nonlesional	900249_Co-105-IV_skin_control-nonlesional	900141_Co-013-AY_skin_control-nonlesional	900251_Co-106-AB_skin_control-nonlesional	900145_Co-014-TN_skin_control-nonlesional	900253_Co-107-TG_skin_control-nonlesional	900143_Co-015-OJ_skin_control-nonlesional	900263_Co-108-OG_skin_control-nonlesional	900540_Co-026-LT_skin_control-nonlesional	900364_Co-138-AT_skin_control-nonlesional	900265_Co-109-AG_skin_control-nonlesional	900542_Co-027-IS_skin_control-nonlesional	900544_Co-028-UV_skin_control-nonlesional	900268_Co-110-SW_skin_control-nonlesional	900546_Co-029-YL_skin_control-nonlesional	900270_Co-111-AM_skin_control-nonlesional	900548_Co-030-AL_skin_control-nonlesional	900271_Co-112-SN_skin_control-nonlesional	900279_Co-113-MM_skin_control-nonlesional	900550_Co-031-LM_skin_control-nonlesional	900283_Co-114-IG_skin_control-nonlesional	900552_Co-032-AR_skin_control-nonlesional	900281_Co-115-SG_skin_control-nonlesional	900560_Co-033-LN_skin_control-nonlesional	900285_Co-116-MR_skin_control-nonlesional	900562_Co-034-AS_skin_control-nonlesional	900287_Co-117-TG_skin_control-nonlesional	900598_Co-036-OM_skin_control-nonlesional	900289_Co-118-MG_skin_control-nonlesional	900596_Co-037-LM_skin_control-nonlesional	900291_Co-119-MG_skin_control-nonlesional	900600_Co-038-AG_skin_control-nonlesional	900311_Co-120-MM_skin_control-nonlesional	900602_Co-039-KG_skin_control-nonlesional	900606_Co-040-ST_skin_control-nonlesional	900313_Co-121-MM_skin_control-nonlesional	900604_Co-041-LC_skin_control-nonlesional	900315_Co-122-IS_skin_control-nonlesional	900608_Co-042-LN_skin_control-nonlesional	900613_Co-043-ZS_skin_control-nonlesional	900319_Co-124-UM_skin_control-nonlesional	900350_Co-133-KT_skin_control-nonlesional	900617_Co-044-KM_skin_control-nonlesional	900321_Co-125-MM_skin_control-nonlesional	900615_Co-045-OM_skin_control-nonlesional	900323_Co-126-ID_skin_control-nonlesional	900619_Co-046-KL_skin_control-nonlesional	900325_Co-127-MB_skin_control-nonlesional	900627_Co-047-LV_skin_control-nonlesional	900327_Co-128-IV_skin_control-nonlesional	900343_Co-129-IS_skin_control-nonlesional	900631_Co-049-LJ_skin_control-nonlesional	900344_Co-130-MM_skin_control-nonlesional	900633_Co-050-AH_skin_control-nonlesional	900346_Co-131-AM_skin_control-nonlesional	900150_Co-016-CB_skin_control-nonlesional	900348_Co-132-IM_skin_control-nonlesional	900360_Co-137-AM_skin_control-nonlesional	900352_Co-134-KK_skin_control-nonlesional	900390_Co-152-AF_skin_control-nonlesional	900374_Co-144-LM_skin_control-nonlesional	900376_Co-145-HN_skin_control-nonlesional	900356_Co-135-LT_skin_control-nonlesional	900358_Co-136-SM_skin_control-nonlesional	900370_Co-142-IP_skin_control-nonlesional	900372_Co-143-AN_skin_control-nonlesional	900366_Co-140-IM_skin_control-nonlesional	900380_Co-146-LK_skin_control-nonlesional	900378_Co-147-SV_skin_control-nonlesional	900382_Co-148-IM_skin_control-nonlesional	900384_Co-149-LM_skin_control-nonlesional	Co001SMNL_Co-001-SM_skin_control-nonlesional	Co003LTNL_Co-003-LT_skin_control-nonlesional	Co002MPNL_Co-002-MP_skin_control-nonlesional	900386_Co-150-LN_skin_control-nonlesional	900317_Co-123-LZ_skin_control-nonlesional	900388_Co-151-AN_skin_control-nonlesional	900135_Co-016-CB_skin_control-nonlesional	900392_Co-153-YM_skin_control-nonlesional	9003922_Co-153-YM_skin_control-nonlesional	Unknown
900603_Co-039-KG_nasal_control-anterior	0	0	0.02695986369	0.0001719384757	0.004120694572	0.03723016659	0.003835216281	0.007077507085	0	0.0001705017525	0.004465644107	0	0	0.001157452487	0.01530285725	1.81E-05	0.004107672386	0.009807244512	4.20E-05	0.0003120000128	0.001053990079	0.002335150326	0.0004449756923	0.001361917063	2.21E-05	0.05527979843	0.03040625094	5.88E-05	0.001201236277	0.001197695558	0.000324673511	0.05327298005	0.002221399654	0.04027182108	0.000637617451	0.0001814049576	0.0001089890715	0.0311201402	0.0003064906704	0.0003799052952	0.01990537596	0.002912813673	0.0003971085105	0.0002543037672	0	0.006163037155	0.01232252314	0	0.001585368598	0.0009606261179	0.06392766085	0.001806655193	0.002639475771	0.0008391153238	4.03E-05	0	0.008231833283	0.002316270267	0.0007674613589	0.1469729322	0.0003917046631	0	0.002836022102	0.0001373540077	0.02939968188	0.0001367415278	0.003748054383	0.05140116441	0.008787033865	0	0	0.0007084237642	0	0.09384784563	0.0003604824497	0.004093907419	0.001029052212	0	0.0007715885713	0	0.02195887065	0.0004437845597	0.001366548873	0	0	0.002154496233	0.1674182798	0
900607_Co-040-ST_nasal_control-anterior	0	0	0.06816317655	0	0	0	0.001557614016	0	0	0	0.03937720694	0	0	0	0.03372240768	0	0.001645776403	0.01416991934	0	0	0	0.003830873966	0	0	0	0	0.02723243482	0.0009280598165	0.0032177408	0.002391044644	0	0.00273698849	0	0.009201232624	0	0.05535191387	0	0.008094523195	0	0	0.002699038128	0	0	8.57E-05	0	0.002993796599	0.001603834146	0	0.03405975822	0	0.07498657111	0	0.001718307271	0	0.002494570334	0.2875338483	0.0003762308957	0.004356012438	0	0.1517061903	0	0.09606091639	0.002859867385	0	0.01058952609	0	0.002618445584	0.006312440078	0.0170184734	0	0	0	0	0.001423592102	0	0.01080369784	0	0.001237044155	0	0	0	0	0	0	0.000826537913	0	0.01401472738	0
900314_Co-121-MM_nasal_control-anterior	3.04E-07	1.77E-07	1.78E-10	2.61E-11	0	1.66E-19	0	0	2.32E-13	0	2.00E-06	3.74E-06	3.39E-07	0	0.005332748481	3.21E-05	0.0002333706566	2.58E-10	1.94E-07	1.02E-08	3.60E-19	1.52E-09	2.77E-15	0	0	0	2.39E-06	9.61E-09	1.34E-15	0	0	0	0	4.11E-09	0	2.40E-10	0	0.006650928026	1.39E-09	0	2.30E-06	0	0	0	4.06E-07	1.58E-10	3.94E-09	0	0	0	0.003068824473	0	3.62E-13	2.10E-13	3.43E-12	0.0003257925512	0.2925029501	2.06E-06	2.16E-08	0.003343214716	0	0	0	0	0.2178600001	1.20E-07	3.20E-08	1.59E-08	7.13E-11	2.41E-08	1.98E-13	0	0	0.0001301884308	0	1.51E-15	0	3.97E-09	0	0	3.66E-10	0	0	6.15E-07	3.12E-09	0	0.4705051441	0
900605_Co-041-LC_nasal_control-anterior	0	0	0.001388909137	0.03622651686	0.01036913661	0.01141144717	0.004042459558	0	0	0.0003587041734	0	0	0	0.01059504699	0.0002285482774	0.02564734943	0.0008221289793	0.001542986575	0.006610363803	0.001006064348	0.02958900469	0.002146554164	0.02174142325	0.004198889051	0.009577156088	0.05864696738	0.0007712882972	0.0006543234075	0.005517810286	0.001385902839	5.76E-05	0.0007701389766	0.004786760863	0.01036774544	0.09010700145	0.00072583475	0.03792727511	0.01048627789	0	0.0184448953	0	0.02994443325	0.002727570111	0.02675556558	0	0.000185608983	0.006911538916	0.0007852489613	0.0190851618	0.02754974048	0.0002475887981	0.004006877408	0.0002824540051	0.01636541906	0.0003147894527	0.02698597322	0.01853779003	0	0.01599078881	0	0.01003258678	0.1171824292	0.01621074186	0.01134305742	0.01198097758	0.006788034446	0	0	0.001345295252	0	0	0.003227899289	0.001280576052	0	0.05851212556	0	0.007974529098	0.001085763156	0.01646034785	0	0.003586608997	0.01087609608	0.024172012	0	0	0.08311189613	0	0
900316_Co-122-IS_nasal_control-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1426091874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004217557664	0	0	0	0.0255952376	0	0.5692349504	0	0	0	0	0	0	0	0	0	0	0	0.04772737184	0	0	0	0	0	0	0.05227262816	0	0	0	0	0	0	0.1583430669
900609_Co-042-LN_nasal_control-anterior	0	0.001009159727	0.01930042122	0	0	0.001458420429	0.0009519948183	0	0	0	0.02353046854	0	0	0	0.01871828224	0.001685334462	0.0004881237428	0.001092435516	0	0	0	0.001495798879	0	0	0	0	0.0001415823925	0	0.0006024330831	0	0	0.005795042491	0	0.001321025312	0	0.01891558927	0	0.005452760244	0	0	0	0	0	0.002308806821	0	0.0009020410846	0.001257629439	0	0.004025986448	0.006277791296	0.001092024765	0	0	0	0.001187689946	0.02890132229	0.01196681033	0.003618616528	0	0.003143364304	0	0.6069981182	0.001176135509	0	0.09604789996	0	0.0005897984047	0.002616298391	0.001611613222	0	0	0	0	0.007129132349	0	0.00489505271	0	0	0	0	0	0	0	0	0.004494673073	0	0.007800322559	0.1
900614_Co-043-ZS_nasal_control-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157002626	0	0	0.05315394636	0.01371055293	0	0	0	0	0	0	0	0.003612435593	0	0	0	0	0	0.04587899909	0	0	0	0	0.002350564816	0	0	0	0	0	0	0.3726624972	0	0	0	0	0	0.488342488	0	0	0.003174567332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001413686092	0	0	0	0
900320_Co-124-UM_nasal_control-anterior	0	0.001099082067	0.004246526487	0	0	1.25E-05	0	0.006146107951	0.004536420477	0.0002258487719	0.005202025562	0	0.003212228032	0	0.006261118131	0.0004619259088	0.06544415561	0.001467695111	0.01911489407	0.0004926677987	0.002756384485	0	0	0	0.0008793253229	0	0.03395053526	0.009829669113	0.03443337442	0.0007428812361	0.0003240014798	0.001020364021	0.01771947707	0.001006353025	0	0.02734027919	0	0.000492123385	0.0003695542108	0	0.001728198865	0	0	5.44E-05	0	0.00907689577	1.34E-05	0.01713933755	0	0	0.0921903723	0.000768277308	0	0	0.000152365668	0.2420519713	0.002235539909	0.00410804766	0	0.1383837029	0.000888907651	0.02351465431	0.001477425538	0.01114149211	0.1621087036	8.35E-05	0.01104613971	0.003986730129	0.001323111979	0.0001025545507	0.0001176944788	0.002498523234	0.004275742547	0.01262759684	0	0.003664143692	0.0006265498633	3.71E-05	0	0	0.0004443066508	4.49E-05	0	1.73E-05	0.001482568428	0	0.001800221814	0
900351_Co-133-KT_nasal_control-anterior	0	0	0.001200015358	0	0	0	0.02762772272	0	0	0	0.02320058423	0	0.004795370767	0	0.01561006927	0.001146577073	0.006266020001	0.002286800952	0.006964363725	0.002852883674	0	0.002198059687	0	0	0	0	0.005554145506	0	0	0.001397697862	0	0	0.0008163209117	0.01325122649	0	0.3055980518	0	0.01317274789	0	0.04250032413	0.01334139975	0	0	0	0.002401279763	0.04245036363	0.02528688075	0	0.003157446728	0	0.006587220981	0	0.002355758706	0	0	0	0.02739577906	0.02593294316	0	0.2156502135	0	0	0	0	0.04003884182	0	0	0.006596903462	0.01911738706	0	0	0	0	0.03221632752	0	0	0	0.002111800739	0	0	0.0006706977629	0	0	0	0.0009372607707	0	0.05731251279	0
900618_Co-044-KM_nasal_control-anterior	0	0.001546722327	0.01035871191	0	0	0.00561456181	0.001007625452	0	0	0	0.01563196319	0	0.003965917003	0	0.0213271277	0	0.02253562656	0.001707751959	0	0	0.02807469183	0	0	0	0	0.002907494555	0.03866796374	0.007627357844	0.004508368811	0.00931002502	0	0.008901680123	0.02545427739	0.02584152412	0	0.02747302616	0	0.01725531449	0	0	0.03248581277	0	0	0.001784236602	0	0	0.0261019512	0	0.0099412513	0	0.1610649551	0	0	0	0	0.07854512438	0.001327961103	0.01345294477	0	0.01362354702	0	0.0424620196	0.004882644733	0	0.02034629987	0	0	0.02887017053	0.02067615658	0	0	0	0	0.03269382871	0	0	0	0.005951902936	0	0	0.01056632693	0	0	0.1221785517	0	0	0.09332658217	0
900322_Co-125-MM_nasal_control-anterior	0	0	0.01052084619	0.0002651811987	0	0	0.002660563239	0	0.002280338117	0.01110825697	0.1699475721	0	0	0	0.003814715769	0.01096796577	0.01304817748	0.0002091351677	0.0009661748831	0	0.003258893322	0.002455318939	0	0	0	0	0.009740481197	0	0	0.007021581341	0	0.0001539527163	0.000714431102	0	0	0.037057979	0	0.06390711385	0	0.0001738278807	0	0	0	0	0	0.001040628464	0.002449546334	0.002538520956	0	0	0.00803555567	0	0.002744360218	0	0	0.001154772843	0.08255587755	0.005631221726	0	0.1228183972	0	0.07319202589	0.001146170513	0	0.03423431295	0	0	0.001118970447	0.00484172256	0	0	0	0	0.2724487911	0	0	0	7.99E-05	0	0	0.01688940717	0	0	0	0.0005868534136	0	0.01622042156	0
900616_Co-045-OM_nasal_control-anterior	0	0	0	0	0	0	0	0	0	0	0.001789383814	0	0	0	0.02940426759	0	0.01402826138	0	0	0	0	0	0	0	0	0	0.003813113425	0	0	0	0	0	0.003204715774	0	0	0.003163813275	0	0	0	0.003259118251	0	0	0	0	0.002024336652	0.0007141202486	0	0.003101014924	0	0	0	0	0	0	0	0	0.01023113593	0	0	0.01465952012	0	0	0	0	8.43E-05	0	0.001903271752	0	0	0	0	0	0	0.008619603946	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9
900324_Co-126-ID_nasal_control-anterior	0	0	0.04458457776	0.01092374024	0	0.008929748479	0.01088548284	0	0	0	0.00695708596	0	0	0	0.07726214127	0.03783346747	0.006930846243	0	0	0	0	0.005023118944	0	0	0	0	0.007960798238	0.001247458428	0	0	0	0	0.006404454584	0.0211508046	0	0.0991385531	0	0.02179254574	0	0	0.01776869855	0	3.64E-05	0	0	0.004875181369	0	0.00348688013	0.0001869873452	0	0.01917704759	0	0	0	0	0	0.1437885709	0.02290695434	0	0.2673982352	0	0	0.001050636301	0	0.01224433015	0	9.80E-05	0.02428802338	0	0	0	0	0.005003263306	0.09513490691	0	0	0	0.005867244618	0	0	0.007863121949	0	0	0	0	0	0.001800679385	0
900620_Co-046-KL_nasal_control-anterior	0	0	0.01640946076	0.003486093805	0	0	6.06E-05	0	0.0076580897	0.01075170953	0.03194736821	0	0.003036716451	0	0.06221784593	0.01914646144	0.104237042	0.006991640405	0	0	0	0.002836558071	0	0	0	0	0.01116546648	0	0.003155244976	0	0	0	0	0.003493564782	0	0.1397646465	0	0.03479721984	0	0	0.01758635594	0	0	0	0	0.001231386896	0	0	0.001955612558	0	0.002448432676	0	0.01060083497	0	0.005966325069	0.004255568048	0.008549436589	0.00350586606	0	0.3550563838	0	0.03174397838	0.00161463052	0	0.0556260396	0	0.01046398119	8.75E-05	0	0	0	0	0	0.004757883468	0	0	0	0	0	0	0.005321156422	0	0	0	0	0	0.01807295071	0
900326_Co-127-MB_nasal_control-anterior	0	0.001343226751	0.01026885889	0.004385604971	0	0.01983690889	0	0.006821784873	4.91E-05	0	0.008706994503	0	0.002256807409	0	0.001022086231	0.005364357581	0.0102770722	0.00296500128	7.66E-05	0.00100769744	9.45E-05	0.00730480047	0	0	0.001235225308	0.0001558336047	0.02106185648	0.002786356917	0	0.01154752896	0	0.0001895063342	0.009137378628	0.005670463889	0	0.05962832359	0	0.0009576131516	0	0	0.0004066874219	0	0	0.0001048294655	0	0.006246664117	1.09E-05	0.0001220224401	0.001189560649	0	0.05307263197	0.001446517658	0	7.35E-05	0.002108142676	0	0.001014088806	0.003902499073	0.0001081161945	0.03145064863	2.91E-05	0	0.002747643045	0	0.000828262223	0	0.003534763779	0.05812727949	0.004771969289	0	0.002374767069	0.002320520906	0.002746052626	0.01325821987	0	0.003950219067	0.0001576182909	0.0003366211631	0	0	0.001959957543	0.0001556127032	0	0.0002108586165	0.001006640775	0	0.1060755543	0.5
900628_Co-047-LV_nasal_control-anterior	8.44E-06	8.16E-76	2.43E-25	0.114998288	1.93E-07	4.13E-43	1.33E-54	1.62E-76	1.36E-24	1.45E-81	1.46E-24	0.01443839284	4.54E-25	1.15E-76	0.2493951071	3.89E-09	1.13E-20	2.77E-41	7.69E-20	0.02244409843	5.91E-15	1.85E-07	0.4600957536	3.35E-14	7.81E-18	6.13E-13	1.11E-09	3.37E-17	1.62E-12	3.06E-08	2.86E-15	3.12E-10	4.73E-82	3.13E-34	7.56E-10	2.40E-05	1.62E-19	2.55E-49	1.00E-13	4.54E-14	9.98E-82	0.01069692451	1.75E-20	3.48E-54	0.07721251049	3.12E-11	3.72E-10	0	1.22E-25	1.44E-14	1.03E-56	0.004541733016	7.62E-11	6.34E-19	9.72E-41	0	0.02282290188	2.44E-34	0.02285822989	0.0003494465978	0	0	3.29E-10	1.17E-41	8.83E-23	7.06E-06	0	1.65E-56	2.94E-14	1.23E-24	8.22E-54	2.62E-41	1.27E-76	2.17E-07	2.29E-10	1.07E-82	5.07E-11	8.37E-54	2.08E-15	6.18E-05	1.88E-11	2.29E-41	6.43E-20	3.41E-09	4.75E-26	3.69E-25	4.47E-05	0
900328a_Co-128-IV_nasal_control-anterior	0	0.000794511101	0.04265754595	0.003901155405	0	0.0009205954829	0	0	0	0.001129892477	0.001900585319	0	0.001142353519	0	0.001410736042	0.04879712105	0.004434777817	0	0.001060587048	0	0	0.0007725312158	0	0	0	0.001275316907	0.006328088138	0	0.05206380697	5.27E-05	0	0.0007415184839	0	0.003978365103	0	0.003961308501	0	0.003879356764	0	0	0.004039460778	0	0	0	0	0	0	0	0.005645098019	0	0.0115746249	0	0	0	0	0.1157879847	0.01088201984	0.003271621923	0	0.01498300139	0	0.4246672503	0.0007848738563	0	0.006861505571	0	0	0.0007775686659	0	0	0	0	8.31E-05	0.002314032416	0	0	0	0.001296967519	0	0	0.0002696844121	0	0	0	0	0	0.0359511049	0.1796072539
900632_Co-049-LJ_nasal_control-anterior	0	0	0.1192887319	0	0	0.001740474305	0	0	0	0	0.01009220717	0	0	0	0.1025447824	0	0.03414796561	0	0	0	0	0	0	0	0	0.01044246991	0.002333073122	0	0	0	0	0.009917247878	0	0.0005907650333	0	0.08676598455	0	0.01038751616	0	0	0	0	0	0	0	0.003360259119	0.009480487977	0	0.1429986796	0	0.008919828473	0	0.01528298001	0	0	0.05323017531	0.01735288477	0.005606049527	0	0.09976674629	0	0.04676982469	0	0	0.01929267977	0	0	0.05616103629	0.0007329371133	0	0	0	0.0144283663	0.005752425858	0	0	0	0	0	0	0	0	0	0	0.007810408862	0	0.104803012	0
900345_Co-130-MM_nasal_control-anterior	0	0	0.00630318492	0.003421163144	0.01978398615	8.35E-05	0.03146652992	0	0	0.0003936395321	0.01448382193	0	0.0001056066222	0.02113267509	0.005055177819	0.02543770384	0.01367180275	0.001679859292	0.006259743349	0.01013389715	0.01103734704	0.0007887915226	0.001544544651	0.03122451604	0.01228704751	0.01208935971	0.007947308372	0.006504516172	0.0003727013535	0.03557677889	0.0580085134	0.004187419512	0.02517388494	0.0004580784937	0.1292050604	0.001790619881	0.01529329313	0.000191483487	0	0.006998022014	0	0.004262926584	0.006940546278	0.0003032967992	0	0.008306266098	0.02124778799	2.95E-05	0.0391308957	0.01441105032	0.006541667849	0.002572157404	0.01017710761	0.0110652509	0.0001106966092	0	0.0007000143673	0.006724647482	0.004772401287	0	0.009987630593	0	0.01279536848	0.002884523135	0.01501771956	4.42E-05	0.0007042710841	0.0004659670109	0.0001618423381	0	0.0067847959	0.003311835445	0.0001408598094	0	0.01779212618	3.31E-05	0.002982007996	0	0.003795627459	0.07859123726	0.02018622201	0.003823441246	0.007058309813	0	0.001183905143	0.1545339096	0.0003332243435	0
900634_Co-050-AH_nasal_control-anterior	0	0.01126358848	0.01300542377	0	0	0	0.002071155498	0	0	0	0.003294665029	0	0	0	0.03892202374	4.28E-05	0.02381698543	5.65E-05	0	0	0	0	0	0	0	9.90E-05	0.001333325679	0	0.06908221222	0.0001300460427	0	0.00112240951	0	0.001196564925	0	0.2078959733	0	0.02013746454	0	0.008565701754	7.75E-05	0	0	0	0	0.0007238525568	0	0.0001566435306	0.01461453385	0	0.001473180597	0	0.0001276058574	0	0	0.1770990206	0.001594019475	0.0009828267449	0	0.08584929595	0.009340088876	0.292336392	0	0	0.0004887311196	0.0001820482061	0	0.0001948712614	0.0004527665502	0	0	0	0	0.0005188391924	0	9.79E-05	0	1.79E-05	0	0	0.004086934982	0	0	0	0	0	0.007549195616	0
900347_Co-131-AM_nasal_control-anterior	0	0	0.002879924045	0.001757632564	0	0.0003801122312	0.0006911276841	0	0	0.01114785188	0.006830373818	0	0.01085689441	0	0.08322192646	0.01102887649	0.1709694444	0.002319796242	0	0	0.0006433043059	0.001094421141	0	0	0	0.002669344121	0.02679548591	0.002886913966	0	0	0	0.01087815777	0.008630880669	0.002231320851	0	0.0282266751	0	0.02750296697	0	0	0.002872827067	0	0	0	0	0.02658747078	0.01387710058	0.03607163246	0.002200012873	0	0.04421993822	0	0	0	0	0	0.09735393231	0.006520886216	0	0.3186599073	0	0	0	0	0	0	0.003768633434	0.002600780697	0	0	0	0	0	0.02289452366	0	0	0	0	0	0	0.0007978514718	0	0	0	0	0	0.007931071901	0
900349_Co-132-IM_nasal_control-anterior	0	0	0.07578686171	0.001823142779	0	0.001631406182	0.005956599558	0	0	0.006050313085	0.0005070181673	0	0.00101012063	0	0.1337049461	0.0005273704734	0.0001878180211	0	0	0	0.0006085327415	0	0	0	0	0.0008947224124	0.1117042795	0.001459302782	0	0.001580748876	0	0.001975634195	0.002184994106	0	0	0.0326512525	0	0.005373987892	0	0	0.0276598334	0	0	0	0	0.0002699540723	0.0006032574899	0.002925829904	0	0	0.03668239301	0	0.00529245859	0	0	0	0.002355922914	0.001698215597	0	0.2768031868	0	0	0	0	0.04480872833	0	0.001634052148	0.001837522242	0.001831331602	0	0	0	0.001680842411	0.1409733956	0	0	0	0.00856699747	0	0	0.0177823921	0.004091803389	0	0	0	0	0.03688283128	0
900361_Co-137-AM_nasal_control-anterior	0	0.0007300021513	0.0006244666608	0.0002302634632	0	8.74E-05	0.007985904061	0	0	3.09E-05	0.005240389992	0	0	0	0.003800581216	3.27E-05	0.001974191364	0	0	0	0.0001870529271	0	0	0	0	0	0.00584964838	0.003822102911	0.03823725645	0.0001199469481	0	0.0001893118521	0.0002518196009	0.0007232008207	0	0.1397051311	0	0.006349408978	0	0	8.28E-05	0	6.90E-06	0.002079251913	0	0.03383306161	0.01174595016	0	0.0146420109	0.004618659491	0.002509915166	0	0.0002509204377	0	0	0.2204903541	0.01711413798	0	0	0.1928363248	0.00290071355	0.1944097216	0.0001191602628	0	0.03138874495	0	0.01670975346	0.000524215532	0.0004179251181	0	0	0	0.0001090829911	0.03478725019	0	0	0	0	0	0	0.001624585398	0	0	0	0	0	0.0006267901223	0
900353_Co-134-KK_nasal_control-anterior	0	0	0.05286466817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01061039179	0	0	0	0.006963509806	0	0	0.01194076938	0	0	0	0	0	0	0	0	0.01376775065	0.07916977552	0	0	0	0	0.02759851148	0	0	0.002096674455	0.03194133559	0	0	0	0	0	0	0	0.1011831732	0	0	0	0	0	0.6549434512	0	0	0.006919988734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900375_Co-144-LM_nasal_control-anterior	0	0.0001331036006	0.004136709285	0	0	0.004562543161	0.0131775566	0	0	0.0002971876166	0.001206876698	0	0	0.01879795272	0.0004213023317	0.00213541552	0.0002750004443	0.005637400664	0	0.06210232888	0	8.39E-05	0	0	0	0.01587922131	1.11E-05	0.003465992534	0.02663583289	0.01248833532	0.009247823519	0	5.86E-05	0.001593414702	0	0.006987013223	0	0.003514760649	0.05282432461	0	0.2073429879	0	0	0.002099955832	0	0.01482200104	0.002550262777	0	0.04061208026	0	0.02241302985	0	0.0009538799358	0.02796482491	0	0.07548775841	0	0.01006471113	0	0.001853832927	0	0.006217888081	0.00291242943	0	0	0.0001675669377	0	0.001513043005	5.95E-05	0	0.03697220047	0	0	0.000709223647	0	0	0	0	0	0.07598058801	0.0002706211376	0.008042208002	0.2039436548	0	0.003739503572	0	0.007632494026	0
900377_Co-145-HN_nasal_control-anterior	0	0	0.01291729405	0	0	0	0.0003516418211	0	0	0.01047637456	0.03074713078	0	0	0	0.05417944879	0.0018759107	0.08958116666	0.001301529302	0	0	0	0.001615055692	0	0	0	0.02463239364	0.03875767876	0.001169511696	0.04474310947	0	0	0.0006038268319	0.001423484032	0	0	0.05942391126	0	0.006744022303	0	0	0.002823191875	0	0	0	0	0.0560663475	0	0.001022607446	0	0	0.03560350892	0	0	0	0	0.04479719572	0.1312064548	0.002471760678	0	0.0234509056	0	0.01045969481	0.003837631633	0	0.003536271269	0	0.000596528754	0.007661732112	0.0004998419838	0	0	0	0	0.2666788864	0	0	0	0.003266072439	0	0	0.01657044412	0	0	0	0.004823110074	0	0.004084323553	0
900357_Co-135-LT_nasal_control-anterior	0	0.005455531235	0.03822794207	0.004127136516	0	0	0.02869914757	0.001500032344	0	0	0.004094026212	0	0	0	0.004048058182	0.08162366794	0.02828526611	0.006738851369	0	0	0	0.008884925054	0	0	0	0.005806726253	0.002092926086	0	0	0	0	0	0.004383127342	0.003172360464	0	0.08225268892	0	0.0298049376	0	0	0.006510735221	0	0	0	0	0.05870356519	0	0	0.01731714652	0	0.07538781241	0	0.0005996565488	0	0	0	0.05061838233	2.84E-05	0	0.09870949858	0	0	0.004946387796	0	0.05947603238	0	0	0.1237483363	0.0533303914	0	0	0	0	0.08786543656	0	0	0	0	0	0	0.005437957386	0	0	0	0	0	0.01812286571	0
900359_Co-136-SM_nasal_control-anterior	0	0	0.00686338169	0.0004496678023	0	0	0.1042294132	6.11E-05	0	6.17E-05	0	0	0.001388439433	0	0.002072457341	0.07773412113	0.02913566236	0.0009128839929	0	0.0006604880537	0	0.002424398712	0	0	0	0.003735296484	0.0667698921	0.000188343401	0	9.91E-05	0	0	0.001630213428	0.0003457909992	0	0.04088056225	0	0	0	0.01025126771	0	0	0.0005964761689	0	0	0.008684919924	6.36E-05	0	0.001458823281	0	0.01879431379	0	0	0	0	0	0.008395176105	0.001331321019	0	0.354711721	0	0	0	0	0.1403543015	0	0	0.03876146596	0.007490743943	0	0	0	0	0.003059258125	0	0.001627152251	0	0.001223760276	0	0	0	0	0	0	0.001371198403	0	0.06218160224	0
900363_Co-139-MP_nasal_control-anterior	0	0	0.001429720886	0	0	0	0.1033676339	0.00313860983	0	0	0.003230335503	0	0	0.003805436667	0	0	0.02570902737	0	0	0	0	0.002363837553	0	0	0.0009626057522	0.001566358648	0	0.009604560955	0	0	0.01113396102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001674565126	0	0	0.0003984652393	0	0.0005851992272	0	0	0	0	0.005935377366	0	0	0	0.002647189635	0.002607623788	0.1940646226	0	0	0	0	0	0	0	0.001675858173	0.01034411497	0	0	0	0	0	0	0	0	0.1070316117	0	0.006723284048	0	0	0	0	0	0.5
